"ALKBH5" "FTO" "IGF2BP1" "IGF2BP2" "IGF2BP3" "METTL14" "METTL3" "KIAA1429" "WTAP" "YTHDC1" "YTHDC2" "YTHDF1" "YTHDF2" "YTHDF3" "RBM15" "CancerType"
"Sample_5945" 0.02008 0.255565 -0.51282 -0.3067 0.123581 -0.00779 0.199342 0.12057 -0.121082 -0.14718 -0.09656 -0.32537 0.102391 0.11094 -0.35879 "BLCA"
"Sample_5946" 0.11363 1.543511 -0.08544 0.09778 0.162493 0.06286 0.428246 0.34408 0.474683 0.11875 -0.38206 0.24624 0.089147 0.016345 -0.90322 "BLCA"
"Sample_5947" -0.049703 -0.019671 0.23266 -0.03244 0.20249 0.10835 0.492291 0.12409 0.208746 0.24617 0.27018 0.42638 0.245958 0.708224 -0.34108 "BLCA"
"Sample_5948" -0.865417 -0.193106 0.62731 0.6931 0.116171 0.18871 -0.574449 -0.42266 -3.110052 -0.76004 -1.14156 -0.73069 -1.669322 0.055445 -1.4574 "BLCA"
"Sample_5949" -0.492621 -0.026466 -0.56283 -0.05482 -0.011898 -0.00891 0.253758 0.35205 0.045059 0.13801 -0.49632 0.284 0.20172 0.308277 -0.29129 "BLCA"
"Sample_5950" -0.001431 0.01524 0.35177 0.75058 0.09023 0.06436 -0.629176 -0.39126 -1.829358 -1.07171 -0.64367 -0.48112 -0.777541 -0.955261 -1.474 "BLCA"
"Sample_5951" -0.133171 0.884788 -0.00456 -0.09054 0.20342 0.39311 0.090323 -0.11742 -0.298359 0.17543 0.44008 -0.24086 -0.746627 0.433446 -1.1966 "BLCA"
"Sample_5952" -0.541726 0.022615 1.10849 -0.06576 0.108094 -0.0626 -0.269198 -0.18607 -0.715386 0.09859 0.0111 0.66355 -0.148523 0.662349 -0.50402 "BLCA"
"Sample_5953" 0.053175 0.465456 -0.50956 0.20977 0.10779 0.07822 0.39573 0.39642 0.047402 0.43332 -0.58966 0.35508 0.507703 0.707816 -0.20084 "BLCA"
"Sample_5954" 0.423308 0.022411 -0.60751 -0.41473 0.048513 0.2323 0.10589 -1.21512 0.213834 -0.62547 -0.59172 0.3081 0.69385 0.458367 -0.51791 "BLCA"
"Sample_5955" -0.17549 0.251346 0.92758 0.0079 0.224278 0.29615 -0.097923 -0.35868 -0.059 -0.39737 -1.25711 -0.1872 -0.390093 0.101107 -0.92878 "BLCA"
"Sample_5956" 0.623329 0.780658 0.84914 0.09008 0.360037 0.25343 0.235269 -0.39134 0.961626 -0.09979 -0.59254 0.28521 0.660271 1.128477 -0.62624 "BLCA"
"Sample_5957" -0.527261 0.014112 0.11806 -0.04581 0.190408 0.47131 -0.655048 -1.66641 -0.246274 -0.84741 -0.31793 -0.53766 -0.397184 -0.079391 -2.2971 "BLCA"
"Sample_5958" -0.505947 -0.169399 0.04442 0.39538 -0.016353 0.29923 -0.040074 0.45613 0.359785 0.14027 0.39755 0.22564 0.001713 0.159135 -0.50862 "STAD"
"Sample_5959" -0.197881 -0.602533 1.54002 0.82724 0.1322 0.41767 -0.820509 -1.18715 0.433707 -0.46192 0.0736 0.05873 -0.025933 -1.219732 -1.5651 "STAD"
"Sample_5960" -0.976053 -0.617371 -0.33808 0.11395 0.185432 -0.06975 -0.356184 -0.09034 -0.212672 -0.46825 -0.3785 -0.81185 -0.521015 -0.611095 -1.4806 "STAD"
"Sample_5961" -0.666303 -0.538385 0.42376 0.14106 0.048101 0.24847 -0.331962 -0.261 0.507931 -0.23656 -0.55498 -0.49777 -0.134528 -0.60039 -1.5714 "STAD"
"Sample_5962" -0.451217 -0.473682 0.65869 0.11024 0.055231 0.07912 -0.098814 0.10112 0.32645 -0.52782 -0.2336 -0.47682 -0.093863 -0.055447 -0.93643 "STAD"
"Sample_5963" -0.300298 0.159433 -0.15294 0.29033 -0.031154 0.0335 -0.292078 0.51767 -0.291723 -0.34654 -0.5113 -0.09432 -0.003666 -0.296912 -0.78779 "STAD"
"Sample_5964" -0.203294 -0.367655 0.65034 0.08248 -0.009305 -0.08385 -0.193694 0.3585 0.28022 -0.2215 -0.23725 -0.04198 -0.006351 -0.120778 -0.62641 "STAD"
"Sample_5965" -0.979021 -0.276915 -0.45976 -0.13624 0.053288 0.03362 -0.281754 0.1563 0.04206 -0.75923 -0.3918 -0.48139 -0.471515 -0.423998 -1.2358 "STAD"
"Sample_5966" -0.741705 -0.577122 0.05495 0.367 -0.040516 0.06436 -0.867431 -0.6671 0.039546 -0.58879 -0.17159 -0.55589 -0.488956 -1.397513 -1.5772 "STAD"
"Sample_5967" -1.05738 -0.701413 0.54964 0.17502 -0.031082 0.05921 -0.326078 0.17259 -0.268188 -0.42929 -0.36233 -0.32895 -0.553819 -0.247326 -1.0948 "STAD"
"Sample_5968" -0.957482 -0.314068 0.04977 0.41383 -0.181271 -0.14521 -0.316291 0.31479 0.087386 -0.71539 -0.56891 0.198 -0.113015 -0.295802 -1.3013 "STAD"
"Sample_5969" -0.704459 -0.519271 0.68851 -0.07235 -0.025326 -0.03466 -0.733086 -0.86714 0.404507 -0.60895 -0.79969 0.06449 -0.134009 -0.149104 -0.95238 "STAD"
"Sample_5970" 0.857058 0.657979 -0.18219 -0.58998 -0.121334 -0.21615 0.249165 0.94512 0.166772 0.74673 0.65681 1.57421 0.754585 0.358844 0.25435 "SARC"
"Sample_5971" 1.431838 1.330008 -0.0136 -0.65494 -0.127497 -0.09459 0.365779 0.44979 1.142106 0.82892 1.08574 0.65475 0.718965 0.575483 0.37414 "SARC"
"Sample_5972" 0.582193 1.325471 0.64366 -0.30451 -0.178578 -0.14465 1.139414 0.26697 1.718496 0.11038 -0.14493 1.12442 0.370272 0.093901 -0.024137 "SARC"
"Sample_5973" 0.758811 0.482429 1.40445 0.60253 -0.090512 -0.08449 0.340441 0.40173 0.449609 0.82018 -0.23661 0.62282 -0.021114 -0.20975 -0.10664 "SARC"
"Sample_5974" -0.144571 0.139539 1.29918 -0.07676 -0.117919 -0.04267 -0.523633 -0.65597 -0.877623 -0.44833 0.0048 -0.09092 -0.440179 -1.622618 -0.69224 "SARC"
"Sample_5975" -0.568526 -0.784912 0.4147 -0.24758 -0.12812 -0.13968 -0.149211 -0.06246 -1.324976 -0.54747 -0.02201 0.39057 -0.138186 -0.418312 -0.2446 "SARC"
"Sample_5976" 0.454841 -0.748679 1.7257 0.03872 0.054869 0.05329 -0.179397 -0.1903 -0.46718 0.06957 -0.50803 -0.24748 -0.923336 -0.126745 -0.33547 "SARC"
"Sample_5977" 0.838435 0.199528 0.03799 -0.39768 -0.231773 -0.28538 0.373127 0.09608 0.225541 0.4974 0.52411 0.27841 0.226706 -0.131872 0.10197 "SARC"
"Sample_5978" 0.609606 0.430921 -0.50877 0.18467 -0.148271 -0.17484 0.695002 0.53539 0.181478 0.62687 0.13764 0.76756 1.002592 1.254621 -0.32628 "SARC"
"Sample_5979" -0.80858 -0.431047 1.04837 -0.37407 -0.048775 -0.13712 -0.136826 -0.21359 -0.316196 -0.33109 -0.35219 -0.1261 -0.494975 -0.506131 -0.67563 "SARC"
"Sample_5980" -0.342529 0.375657 1.16937 -0.74686 -0.160976 -0.37614 -0.195346 0.56173 -0.785743 0.05538 0.46035 0.02092 -0.807359 -0.580745 -0.5616 "SARC"
"Sample_5981" -0.422853 0.50869 1.44386 -0.68199 -0.181813 -0.33466 0.187429 -0.04132 -0.488245 0.01972 -0.32765 -0.72498 0.0715 -0.852237 -0.13756 "SARC"
"Sample_5982" 0.049614 -0.300235 1.24402 -0.12293 -0.154108 0.18414 -0.454718 -0.88046 0.587082 -0.57929 0 0.30952 0.416169 0.090853 -0.65528 "STAD"
"Sample_5983" -0.216253 0.009695 0.774 0.25392 0.049646 0.06052 -0.273182 0.5566 0.594536 -0.0867 0.09848 0.71438 0.395208 0.244854 -0.73591 "STAD"
"Sample_5984" -0.167803 -0.155506 -0.00196 0.33975 0.095956 0.29108 -0.44969 -0.98466 1.06976 -0.63215 0.69852 -0.11374 0.556109 -1.747615 -1.7845 "STAD"
"Sample_5985" -0.392212 -0.207651 0.51386 -0.01481 -0.024784 0.05934 -0.131718 -0.3785 -0.012887 -0.36298 -0.01734 0.52859 -0.038539 0.197541 -0.64737 "STAD"
"Sample_5986" -0.383496 -0.20041 -0.12846 0.11707 -0.006404 -0.00096 -0.148414 -0.55736 -0.009557 -0.47457 -0.45242 -0.42709 -0.171673 0.144962 -0.18459 "STAD"
"Sample_5987" 0.165648 0.61506 -0.32518 -0.24816 0.063716 0.08446 0.315243 1.04088 0.573907 0.44514 1.37414 0.0797 0.702579 -0.378904 0.30106 "STAD"
"Sample_5988" -0.282741 0.26292 -0.38145 -0.03749 -0.018431 0.00348 0.004529 0.46078 0.217741 -0.59092 -0.10005 -0.28008 -0.296516 -0.384386 -0.69931 "STAD"
"Sample_5989" 0.367912 0.174164 -0.38897 -0.08996 0.19923 -0.04244 -0.033752 0.47727 0.470875 -0.13069 -0.25288 0.61776 0.145449 0.437196 0.57253 "STAD"
"Sample_5990" -0.498768 -0.562946 0.20442 -0.02253 0.01202 0.08556 -0.487473 -1.10446 0.305844 -0.72353 -0.56808 -0.70255 -0.417368 -0.818397 -1.8693 "STAD"
"Sample_5991" -0.069504 0.002973 0.04584 -0.11162 0.059442 0.06154 0.195642 0.75081 0.534672 0.3616 -0.03273 1.02994 0.224646 0.860039 -0.053552 "STAD"
"Sample_5992" -0.235942 -0.352439 -0.10746 0.184 -0.112 0.1764 -0.267368 -0.1176 0.782006 -0.58684 0.43605 -0.50098 -0.078718 -0.398398 -1.3411 "STAD"
"Sample_5993" -0.568464 -0.171112 -0.1342 0.21665 0.027255 0.01705 -0.31434 -0.47568 -0.02947 -0.76277 -0.8702 -0.70935 -0.502138 -0.808672 -1.8612 "STAD"
"Sample_5994" -0.111328 0.286252 0.80272 0.06423 -0.090214 -0.27718 0.618789 0.38948 0.116776 0.55159 0.63465 0.92395 0.665012 0.151994 -0.14461 "SARC"
"Sample_5995" -0.400196 0.772925 1.18018 -0.13616 -0.129892 -0.18242 -0.380367 0.30729 -1.062813 0.46316 -0.1895 0.51766 -0.128355 -0.377278 -0.12341 "SARC"
"Sample_5996" 0.348902 0.800876 0.28741 0.1861 -0.206536 -0.14144 0.552184 0.20087 -0.730952 0.55514 0.30204 0.69628 0.222058 0.197724 0.2617 "SARC"
"Sample_5997" 0.244154 0.452068 0.60349 0.35655 -0.002465 0.20114 -0.427738 -1.72815 -0.049295 -0.5292 -0.75373 -0.28887 -0.686872 -0.83536 -1.3246 "SARC"
"Sample_5998" 0.491471 -0.091925 -0.20254 -0.11255 -0.1105 0.10191 0.776501 1.04556 0.466628 1.35274 -0.03967 1.00651 0.675525 0.368386 0.71662 "SARC"
"Sample_5999" 1.236043 0.321834 0.39168 -0.55544 -0.172108 -0.28317 -0.080256 0.538 0.034808 0.46865 0.27401 0.67017 0.029464 0.116884 -0.055838 "SARC"
"Sample_6000" 1.196132 0.990118 -0.27456 -0.40714 -0.095798 -0.14111 0.483966 0.43384 -0.017848 0.80168 0.67412 0.83297 0.847451 0.402678 0.28961 "SARC"
"Sample_6001" 1.011645 0.584108 0.59776 -0.37117 -0.276023 -0.35935 0.907182 0.76489 0.364948 0.69067 0.47161 1.17064 0.659034 0.649 -0.35155 "SARC"
"Sample_6002" -0.990945 -0.853147 1.42132 -0.28083 0.05468 0.05476 -0.42276 -0.00453 -0.564971 -0.23012 -0.73201 -0.44988 -0.783015 -0.586066 -0.54794 "SARC"
"Sample_6003" 0.090758 0.673833 -0.06077 -0.1593 -0.031371 -0.05929 -0.171731 0.38525 -0.285945 0.30065 0.10918 -0.0192 0.16048 -0.023213 0.0041713 "SARC"
"Sample_6004" 0.390475 -1.468577 0.52372 -0.01205 -0.159548 -0.0602 0.302589 -1.55574 -0.179482 -0.55063 -0.34856 -0.08627 -0.484657 -0.346788 -0.82316 "SARC"
"Sample_6005" 0.233641 0.316554 0.34186 -0.40629 -0.116825 -0.21626 0.667513 0.59682 0.339972 1.01753 0.14321 0.13152 -0.229925 -0.082976 0.15563 "SARC"
"Sample_6006" -0.663617 -1.494744 0.70164 0.0933 -0.019769 0.23435 -0.617169 -1.07928 0.14088 -0.4149 -0.48358 -0.31607 -0.220158 -0.141241 -1.0951 "STAD"
"Sample_6007" -0.456327 0.063754 -0.41422 0.31884 0.126516 0.1748 -0.228052 0.09943 -0.043841 -0.16647 -0.098 -0.52412 -0.323034 -0.565129 -1.0987 "STAD"
"Sample_6008" -0.248828 -0.234752 -0.08497 0.05529 0.122315 0.2657 0.274274 0.66934 0.269883 -0.09776 -0.01457 -0.3505 0.161251 -0.076417 -0.43126 "STAD"
"Sample_6009" -0.289554 -0.453552 -0.11602 0.12985 0.056812 0.09085 -0.311353 -1.19417 0.269056 -0.64077 -0.35803 -0.25856 0.092591 0.018058 -0.67036 "STAD"
"Sample_6010" -0.115132 -0.400804 -0.22278 0.15035 -0.021847 0.14899 -0.47232 -1.38172 0.556016 -0.85733 0.40584 -0.33013 0.165826 -0.613023 -1.6424 "STAD"
"Sample_6011" -0.146055 -0.174349 -0.14999 0.29029 -0.040895 0.09886 -0.248023 -0.19961 0.953898 -0.76123 -0.25818 0.16951 0.191882 -0.653917 -1.3474 "STAD"
"Sample_6012" 0.144193 0.610524 0.80784 0.03934 0.054598 0.11871 0.169827 0.19864 0.467947 0.30065 -0.65495 0.34923 0.215106 0.697303 -0.35161 "STAD"
"Sample_6013" -0.437662 -0.283743 -0.02118 0.31397 -0.099774 0.01914 0.064881 0.26697 0.410966 -0.50249 -0.60336 -0.21332 -0.2736 0.19949 -0.94839 "STAD"
"Sample_6014" -0.400917 -0.555562 0.90023 -0.07016 -0.063549 0.02363 -0.022263 0.12933 0.151518 -0.12281 0.05714 0.23234 -0.147896 0.184919 -0.65017 "STAD"
"Sample_6015" -0.261128 -0.731951 -0.05165 0.08041 -0.060811 0.14026 -0.620066 -1.53365 0.854028 -0.86084 0.03632 -0.97592 -0.231158 -1.714906 -2.3258 "STAD"
"Sample_6016" -0.62983 0.040411 0.8333 0.38798 -0.013642 0.1471 -0.647684 -0.13461 0.812212 -0.79196 -0.35501 -0.54432 -0.091908 -1.258741 -2.0698 "STAD"
"Sample_6017" -0.601289 -0.496471 -0.25586 0.16331 0.118691 0.22186 -0.362586 -0.56736 0.396684 -0.69118 0.09693 -0.3224 -0.298941 -0.904439 -1.509 "STAD"
"Sample_6018" 0.81838 0.358114 0.70787 -0.17227 -0.135042 -0.1375 0.654481 0.48384 -0.026956 0.86403 0.55379 0.64453 0.447198 0.718402 0.26136 "SARC"
"Sample_6019" 0.780057 0.73648 0.88826 -0.49218 -0.226279 -0.32217 0.012752 -0.4045 -0.631306 0.15678 0.20137 0.38431 0.339041 0.621116 -0.24877 "SARC"
"Sample_6020" -0.651275 -0.72315 1.22 -0.23403 0.090815 0.03333 -0.144651 0.02831 -0.580281 -0.14696 -0.40505 -0.82693 -0.742066 -0.728413 -0.4195 "SARC"
"Sample_6021" 0.745131 0.511218 0.73981 -0.50256 -0.359309 -0.26862 0.779239 0.21096 0.096069 -0.15794 0.34787 1.48049 0.909223 0.164735 0.061148 "SARC"
"Sample_6022" 0.365978 0.379213 -0.50518 0.09417 -0.216249 -0.22333 1.05005 1.02407 0.181177 0.9394 0.03566 1.22655 0.546383 0.951756 -0.035457 "SARC"
"Sample_6023" -0.401837 -0.09977 0.64148 0.51899 -0.26199 -0.0379 -0.155941 -1.0527 -0.29151 -1.00138 0.37045 -0.66891 -0.542463 -1.531826 -0.90788 "SARC"
"Sample_6024" -0.442449 0.222246 0.83526 0.28821 -0.1615 -0.26 0.105004 -0.14826 -0.458966 0.49712 0.24391 0.52488 -0.005418 0.282377 -0.14373 "SARC"
"Sample_6025" 0.723372 0.234036 0.08323 0.1856 -0.044862 -0.17011 0.037672 0.82673 0.569303 0.53673 1.23948 -0.13603 -0.225755 0.559048 0.38555 "SARC"
"Sample_6026" -1.127233 -0.658979 0.4295 -0.16231 0.223428 0.15384 -0.502058 -0.42978 -1.105188 -0.12125 0.40749 -0.7502 -0.859852 -0.407628 -1.0982 "SARC"
"Sample_6027" 0.554144 -0.137278 0.30642 -0.28334 -0.001525 0.11241 0.798205 -0.21463 0.244304 0.35849 0.24806 0.02616 0.263567 0.132565 0.006779 "SARC"
"Sample_6028" -0.03858 -0.264463 0.39077 -0.48116 0.088619 -0.11134 -0.340494 -0.51944 -0.67824 -0.28355 -0.03333 -0.61638 -0.954275 -0.477267 -0.7474 "SARC"
"Sample_6029" -0.475536 -0.518349 -0.31969 -0.27039 0.002099 -0.21937 0.098602 -0.7727 -0.045283 -0.96692 -0.96941 -0.43343 -0.64598 -0.496416 -0.82663 "SARC"
"Sample_6030" -0.115926 -0.863449 0.25148 0.34662 -0.108476 0.3918 -0.353347 0.07274 0.803529 0.0227 0.13106 -0.41276 0.050474 -0.19927 -0.57745 "STAD"
"Sample_6031" -0.804859 -0.678247 0.61257 0.55778 0.1067 0.19056 -0.548274 -0.82219 -0.409998 -0.61166 -0.56702 -0.74705 -0.800594 -1.502532 -2.1361 "STAD"
"Sample_6032" 0.006964 0.065692 0.59302 1.18915 -0.043425 -0.05476 -0.550852 0.31084 0.207393 -0.02762 0.25015 0.27953 -0.024708 -0.165129 -0.38402 "STAD"
"Sample_6033" -0.056994 -0.178744 -0.52673 0.04693 -0.053979 0.13348 0.181415 0.85911 0.321008 0.2241 -0.39794 0.37596 0.34854 0.152091 0.019449 "STAD"
"Sample_6034" 0.024919 0.206805 0.48973 -0.21975 -0.037308 -0.04136 -0.036689 0.41938 0.395925 0.10464 0.39466 0.1309 -0.016547 0.060008 -0.1694 "STAD"
"Sample_6035" -0.114975 -0.355227 0.06003 0.12327 0.018906 0.16796 -0.801732 -1.4304 -0.209598 -0.77605 0.41007 -0.17453 -0.133384 -0.702285 -1.224 "STAD"
"Sample_6036" -0.858597 -0.472217 -0.2994 0.24573 0.183905 0.13609 -0.186087 0.07039 -0.069566 -0.51934 -0.36615 -0.37188 -0.342608 -0.225172 -1.4969 "STAD"
"Sample_6037" -0.310383 -0.63782 -0.10543 0.189 -0.005582 0.13959 -0.876212 -1.72255 -0.299244 -0.68905 0.34274 -0.79206 0.035864 -1.174939 -1.7444 "STAD"
"Sample_6038" -0.679408 -0.282869 0.04493 -0.01123 0.075038 0.02276 -0.391996 -0.31675 -0.247236 -0.57759 -0.24592 -0.57676 -0.347491 -0.346594 -0.74248 "STAD"
"Sample_6039" 0.197742 -0.402352 -0.22771 0.01403 -0.017898 0.19297 -0.467621 -1.60816 0.63338 -0.83003 0.03926 -0.14483 0.304476 0.005683 -0.97084 "STAD"
"Sample_6040" -0.505038 -0.093248 0.36709 0.19057 -0.014736 -0.04562 -0.209484 0.3378 0.06422 -0.70284 -0.82646 -0.19835 -0.216021 -0.339873 -1.1203 "STAD"
"Sample_6041" -0.821842 -0.037323 0.55481 0.05178 -0.03391 -0.12023 -0.111647 0.41302 0.032718 -0.32814 -0.77733 0.20533 -0.166416 0.005166 -1.0827 "STAD"
"Sample_6042" 1.15945 0.451371 0.24392 -0.50634 -0.259198 -0.38019 0.396523 -0.07072 -0.39946 0.79254 1.34405 1.84656 0.779294 0.401526 0.28631 "SARC"
"Sample_6043" 0.066847 -0.503122 0.75053 -0.00242 -0.175849 -0.08226 0.334199 -1.17018 0.29344 -0.38939 -0.29681 0.64537 0.249112 0.055021 -0.57435 "SARC"
"Sample_6044" 0.180237 0.050074 0.68994 -0.39564 -0.293689 -0.32484 -0.019585 0.10337 -0.658293 -0.14846 0.42273 0.28115 -0.07742 -0.05395 -0.21142 "SARC"
"Sample_6045" 0.75508 0.4614 -0.11147 -0.27214 0.020153 0.00631 0.387005 0.17016 0.1659 0.43435 -0.0828 0.50676 0.073422 -0.241823 -0.3296 "SARC"
"Sample_6046" 1.12606 0.86754 -0.08533 0.14666 -0.104563 -0.07256 1.241641 1.03546 0.893465 1.35805 0.94143 1.35709 0.795063 0.630077 0.6963 "SARC"
"Sample_6047" -0.33699 -0.00148 0.31301 -0.39833 -0.087485 -0.16288 -0.125765 0.34107 -0.330343 0.0216 0.10102 1.14617 -0.197818 -0.230977 -0.44795 "SARC"
"Sample_6048" 0.574491 0.124854 0.76635 -0.49531 -0.187316 -0.17705 0.007466 -0.14673 -0.294964 0.33485 0.06332 -0.04731 0.119369 -0.187488 0.091169 "SARC"
"Sample_6049" 0.332515 -1.138517 0.23102 -0.41655 0.033481 -0.03192 -0.136935 -0.53995 -0.759538 -0.4216 -0.3955 0.24342 -0.575316 -0.420132 -0.66679 "SARC"
"Sample_6050" -0.258432 0.272087 -0.34698 -0.25713 -0.107834 -0.06737 0.247672 0.03987 0.627077 -0.66626 0.28548 0.19082 0.142609 -0.303481 -0.53627 "SARC"
"Sample_6051" -0.582656 0.307635 0.12978 -0.33822 -0.105196 -0.1553 -0.039297 0.25796 0.425672 0.11764 -0.15777 0.0622 0.09775 0.239652 -0.21928 "SARC"
"Sample_6052" 1.090663 -0.031971 0.88319 -0.10452 -0.173689 -0.30375 0.404 0.29674 0.054811 0.37946 0.1351 -0.06252 -0.213084 0.146049 -0.082787 "SARC"
"Sample_6053" 1.312626 0.605408 0.1692 -0.82229 -0.152825 -0.45889 0.233395 0.77029 0.710789 1.03194 0.18605 0.31475 0.893186 0.277584 0.87999 "SARC"
"Sample_6054" -0.220412 -0.817624 0.13859 0.33768 -0.116021 0.33717 -0.023806 0.11202 0.353952 0.00028 0.4664 -0.26497 0.121875 -0.187714 -0.73723 "STAD"
"Sample_6055" -0.372251 -0.076579 -0.28855 0.04262 -0.021296 0.22704 -0.000111 0.82962 0.980606 0.16575 -0.19795 0.96087 0.28345 0.04591 -0.79884 "STAD"
"Sample_6056" -0.323185 -0.00148 -0.02726 0.14479 -0.019046 -0.00581 -0.227932 0.10729 0.358288 -0.0739 -0.02298 0.08239 0.045899 0.312016 -0.6421 "STAD"
"Sample_6057" -0.20319 -0.158613 -0.07895 -0.24249 -0.119401 -0.24109 -0.249606 0.43008 0.041557 -0.49499 0.03428 0.21433 0.420947 0.114095 -0.53147 "STAD"
"Sample_6058" -0.436398 -0.599651 -0.03716 0.69858 0.056514 0.01385 -0.098834 -0.19843 -0.043852 -0.41365 -0.79033 0.02487 -0.084372 -0.275005 -0.719 "STAD"
"Sample_6059" -0.201747 0.111552 -0.34288 0.71728 0.004312 0.01782 -0.149051 -0.31096 -0.274379 -0.65516 -0.40627 -0.25033 -0.240665 -0.128199 -0.85056 "STAD"
"Sample_6060" 0.164781 0.667938 1.77341 0.48716 -0.084982 -0.06822 0.138247 0.76295 0.789393 0.38907 -0.04016 0.90174 0.644627 0.223368 -0.13753 "STAD"
"Sample_6061" -0.211644 -0.464905 0.32133 0.1555 -0.15944 -0.13104 -0.18997 -0.91804 0.373541 -0.5943 -0.5593 -0.03784 0.117998 -0.037332 -0.97995 "STAD"
"Sample_6062" -0.141771 -0.276702 -0.30823 0.47595 0.096354 0.03208 -0.254833 -0.37686 0.291182 0.09402 -0.16713 0.1171 -0.083333 0.121526 -0.56364 "STAD"
"Sample_6063" -0.321764 -0.241344 0.11768 0.00432 0.059161 0.1127 -0.234672 -0.48937 0.131046 -0.53329 -0.37993 -0.1858 -0.201833 -0.322501 -0.96857 "STAD"
"Sample_6064" -0.115477 -0.553849 0.26941 0.45949 -0.018007 0.06587 -0.557393 -1.45049 0.127883 -0.51705 -0.22096 -0.50461 -0.12498 -0.367908 -0.79216 "STAD"
"Sample_6065" -0.47008 -0.473139 0.06299 0.05342 -0.001841 -0.12275 -0.264261 -0.00966 0.053034 -0.08565 -0.47347 0.29265 -0.147896 -0.13618 -0.63909 "STAD"
"Sample_6066" -0.367998 0.279105 0.95211 -0.17713 -0.182608 -0.15773 -0.084676 -0.16232 -0.784156 -0.09328 -0.10163 0.02284 0.233301 -0.613465 -0.46857 "SARC"
"Sample_6067" 0.506593 0.906301 -0.32409 -0.45461 -0.243819 -0.05874 -0.258507 -2.09704 -0.474734 -1.23049 0.40037 0.87322 0.695035 -0.905591 -1.0704 "SARC"
"Sample_6068" 1.119852 1.736585 0.18346 -0.5841 -0.157153 -0.19121 0.74266 0.45948 -0.095648 0.72644 1.05622 0.84007 0.714333 0.538714 0.23445 "SARC"
"Sample_6069" 1.438255 1.108514 -0.17798 -0.71328 -0.124759 -0.23351 0.050694 0.41195 -0.477751 0.53395 0.3798 0.56391 0.303381 -0.042749 0.19998 "SARC"
"Sample_6070" 0.273374 0.965912 2.29666 0.40298 -0.174602 -0.19992 0.38145 0.45491 0.840842 0.72988 0.03024 0.96625 0.399394 1.796817 -0.024488 "SARC"
"Sample_6071" 0.97929 0.656502 0.4976 -0.63 -0.203174 -0.27125 0.376303 0.35249 0.757891 0.75015 0.31592 0.92433 0.48143 0.185619 0.012337 "SARC"
"Sample_6072" 0.971953 0.064286 0.67154 -0.25007 0.403725 -0.25278 0.50551 0.384 -0.119272 0.24947 -0.16582 0.64633 0.046661 0.761073 0.64016 "SARC"
"Sample_6073" -0.162735 -0.208833 0.83683 -0.23655 0.110541 0.02662 -0.216393 0.26365 -0.04069 0.20084 -0.51454 -1.03794 -0.528543 -0.716609 0.11305 "SARC"
"Sample_6074" -0.608396 0.088303 0.45416 0.56199 -0.229307 -0.13543 0.083141 0.45444 0.013486 0.03309 0.26025 0.37719 0.231995 0.261903 -0.40897 "SARC"
"Sample_6075" 1.428556 1.728186 0.72205 -0.47617 -0.161012 -0.11423 0.378433 0.47958 0.216947 0.27651 0.42526 0.58561 0.589766 0.163131 -0.30014 "SARC"
"Sample_6076" -0.246309 1.062406 -0.17059 0.00275 0.045589 -0.18351 -0.246132 0.45254 -0.648146 0.40496 0.87372 -0.1825 0.091691 0.289549 0.13909 "SARC"
"Sample_6077" 0.274137 1.894592 0.45764 -0.76854 -0.098627 -0.24918 0.372848 0.32815 0.129347 0.14522 -0.3641 -0.4188 0.010522 0.887255 -0.02767 "SARC"
"Sample_6078" -0.457351 -0.422317 0.15536 0.26893 -0.07713 0.11982 -0.419613 -0.09299 -0.105974 0.24177 0.52034 -0.48673 -0.217708 -0.327089 -0.44165 "STAD"
"Sample_6079" -0.406373 -0.68055 0.11462 0.31528 0.080785 0.25236 -0.523175 -0.90002 -0.116288 -0.22977 0.00987 -0.31805 -0.263768 -0.202523 -0.91695 "STAD"
"Sample_6080" 0.172765 0.36727 0.05341 -0.03242 0.085203 0.14783 -0.020023 -0.55505 0.995659 0.15748 -0.46735 0.25952 0.397333 0.143669 -0.44721 "STAD"
"Sample_6081" -0.847958 -0.54643 0.98315 0.01703 -0.00729 0.03395 -0.549917 -0.02295 -0.399941 0.17015 -0.16906 -0.28172 -0.724179 -0.194435 -0.96915 "STAD"
"Sample_6082" -0.54706 -0.579012 0.63423 0.53077 -0.031362 0.19972 -0.334739 -0.73045 -0.098989 -0.52636 -0.09497 -0.57871 0.040829 -0.406023 -1.0858 "STAD"
"Sample_6083" -0.144686 -0.401808 -0.40521 0.66326 0.086884 0.16108 -0.059388 0.25806 0.487369 -0.30001 1.18481 -0.15779 0.161997 0.11627 -0.59186 "STAD"
"Sample_6084" -0.027523 -0.002142 0.8811 0.3824 0.008053 0.21551 -1.101644 -1.33786 0.378045 -0.45657 -0.17955 -0.75332 -0.334756 -1.680798 -1.6574 "STAD"
"Sample_6085" -0.413322 0.105527 -0.29537 0.00782 -0.021449 -0.17161 -0.162771 -0.40771 0.940243 -0.33518 -0.27716 -0.26822 -0.081013 0.302366 -1.2476 "STAD"
"Sample_6086" -0.210536 -0.167273 -0.58099 -0.09174 0.047884 0.03264 0.204782 0.03582 0.532448 -0.39151 -0.42405 0.53941 0.132307 0.022431 -0.43098 "STAD"
